SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,SGPA_Sem8,CGPA,AttendancePercent,Internships,Projects,Workshops,Certifications,Publications,AptitudeTestScore,SoftSkillsRating,CodingTestScore,MockInterviewScore,ExtraCurricular,PlacementStatus,IsAnomaly,Salary Package,Gender_Female,Gender_Male,City_Ahmedabad,City_Bangalore,City_Chennai,City_Delhi,City_Hyderabad,City_Jaipur,City_Kochi,City_Kolkata,City_Mumbai,City_Pune,CollegeTier_Tier1,CollegeTier_Tier2,CollegeTier_Tier3,Stream_CS,Stream_Civil,Stream_ECE,Stream_EE,Stream_IT,Stream_Mechanical,Specialisation_AI,Specialisation_DataScience,Specialisation_Embedded,Specialisation_Networking,Hostel_No,Hostel_Yes,HistoryOfBacklogs_No,HistoryOfBacklogs_Yes,CGPA_Tier_High,CGPA_Tier_Low,CGPA_Tier_Mid
5.65,5.28,5.37,5.16,5.41,5.56,5.55,5.65,5.46,72.6,1,1,2.0,3,0,52.5,3.3,58.6,47.5,1,0,0,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False
6.01,6.73,6.78,6.44,6.62,6.72,6.49,6.83,6.45,75.6,2,2,1.0,2,0,62.7,3.0,56.6,57.2,0,1,0,6.12,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False
8.18,7.77,8.09,8.42,8.59,8.52,8.49,8.63,8.31,87.4,2,3,2.0,3,1,77.4,3.2,73.1,82.6,0,1,0,18.96,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False
6.36,7.1,6.71,6.38,6.44,6.53,6.25,6.03,6.28,71.8,0,2,1.0,2,1,53.6,2.4,45.3,50.1,0,0,0,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False
5.07,6.04,5.69,5.93,5.74,5.98,5.38,5.46,5.67,76.5,1,2,2.0,2,0,74.8,3.2,50.5,43.0,1,1,0,4.37,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False
4.28,4.95,5.31,4.7,4.29,4.76,4.93,4.85,4.52,80.8,1,2,2.0,2,0,77.3,2.3,63.0,59.8,1,0,0,0.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False
8.35,8.55,8.06,8.28,8.29,8.46,8.01,8.74,8.27,80.0,1,2,0.0,2,1,66.8,2.6,60.5,46.6,0,1,0,18.3,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,False,False
4.43,4.85,5.2,4.11,4.79,5.04,5.46,4.6,4.8,55.3,0,0,1.0,0,0,53.2,2.4,29.4,29.3,0,0,0,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False
8.64,8.2,8.32,8.63,8.0,9.09,9.45,8.63,8.56,90.8,1,1,2.0,2,0,65.1,3.2,59.4,53.1,0,1,0,18.77,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False
6.19,6.95,6.46,6.42,5.82,6.31,6.5,6.25,6.5,68.1,1,2,1.0,1,0,65.3,3.0,61.4,51.4,1,0,0,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
8.75,8.0,9.0,8.34,8.25,8.72,8.74,8.49,8.55,82.4,2,4,3.0,3,1,69.9,4.3,77.7,62.1,1,1,0,22.46,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False
9.05,8.74,8.61,9.63,8.65,8.84,8.97,8.87,8.84,89.3,1,4,3.0,3,1,88.8,3.2,91.1,68.6,1,1,0,18.43,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False
9.55,9.55,9.64,9.62,9.76,9.53,9.29,10.0,9.55,80.0,2,3,4.0,3,2,80.1,4.7,58.7,70.8,0,1,0,18.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,True,False,False
6.35,7.3,6.07,6.65,6.16,6.87,7.08,6.87,6.59,74.1,1,2,2.0,2,1,61.4,2.6,68.3,54.7,1,0,0,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True
7.2,7.09,6.71,6.52,6.47,6.41,7.09,7.27,6.93,95.5,1,3,3.0,3,1,73.6,4.5,96.9,72.7,1,1,0,8.29,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True
8.13,8.06,7.55,8.11,8.02,8.69,8.16,7.98,7.96,89.1,2,5,3.0,3,1,100.0,4.2,79.9,63.8,1,1,0,8.61,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True
7.9,7.83,8.1,8.1,8.12,7.99,8.06,8.36,8.03,91.9,1,2,2.0,3,0,69.9,3.2,48.6,60.4,0,1,0,18.68,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False
8.41,9.14,9.3,9.03,8.87,9.05,9.44,9.29,9.07,86.4,2,4,3.0,3,1,100.0,3.4,85.2,67.6,1,1,0,25.03,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False
6.04,5.9,5.9,5.86,6.21,6.08,5.96,6.25,6.07,80.3,1,3,1.0,2,2,82.9,4.3,70.4,76.2,0,1,0,3.39,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False
9.96,9.84,10.0,9.81,10.0,10.0,10.0,10.0,9.86,100.0,2,3,2.0,3,1,86.3,4.3,85.0,75.9,1,1,0,25.31,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False
7.75,7.48,8.09,7.75,7.95,8.22,8.07,8.09,8.01,70.6,1,1,2.0,1,1,54.6,2.3,64.8,41.8,0,1,0,18.86,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False
9.91,10.0,9.85,10.0,10.0,9.75,10.0,9.83,9.75,74.8,2,3,4.0,2,2,69.7,2.6,76.5,75.5,1,1,0,18.99,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False
8.92,9.34,8.64,9.18,9.17,9.09,8.82,9.14,9.07,94.5,2,2,2.0,1,0,69.9,3.4,57.7,56.8,1,1,0,18.14,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False
7.69,7.53,7.87,7.55,7.98,7.88,8.13,8.03,7.97,86.1,1,2,2.0,2,1,64.5,2.9,65.9,60.7,0,1,0,8.93,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True
5.47,6.12,5.87,6.29,5.99,5.98,5.83,6.18,6.01,81.7,1,1,1.0,2,0,62.5,3.2,55.1,39.7,1,0,0,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False
7.44,8.25,7.77,7.52,7.74,8.62,8.21,8.32,8.13,73.5,1,2,1.0,2,0,53.7,2.4,56.0,47.2,1,1,0,18.32,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False
4.97,4.0,4.95,4.56,4.46,4.14,4.07,4.07,4.44,56.0,1,1,1.0,0,0,50.5,1.9,24.8,28.4,0,0,0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False
5.34,5.24,5.91,5.91,6.39,5.75,6.01,5.86,5.66,100.0,1,3,2.0,2,1,78.2,4.7,82.6,57.3,1,1,0,6.21,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
6.95,7.35,7.79,7.67,8.19,7.5,7.5,7.72,7.62,77.6,2,2,2.0,4,1,85.0,3.5,57.7,58.0,0,1,0,8.7,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True
8.4,8.54,9.03,8.76,8.4,8.72,8.9,8.71,8.74,89.2,2,4,2.0,2,2,78.4,5.0,71.8,54.7,1,1,0,18.04,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False
9.8,9.61,9.96,9.61,9.63,9.65,9.23,9.72,9.65,80.7,1,3,3.0,2,1,88.0,4.4,69.5,72.4,0,1,0,18.8,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False
9.85,9.98,10.0,10.0,9.87,10.0,10.0,10.0,9.87,92.6,1,4,3.0,3,1,81.1,4.5,88.6,73.6,1,1,0,25.68,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False
7.57,7.67,7.76,7.72,7.91,7.76,8.24,7.71,7.73,83.3,2,3,4.0,4,3,83.1,2.6,69.2,73.9,1,1,0,8.06,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True
5.94,6.17,6.05,6.57,5.62,6.23,6.35,5.89,6.16,72.5,1,2,2.0,1,0,58.4,2.9,48.1,46.6,0,0,0,0.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False
7.28,6.99,7.19,7.04,6.81,6.58,6.86,6.9,7.0,76.5,1,2,2.0,1,1,63.2,4.2,57.4,56.0,0,1,0,8.61,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True
7.65,8.26,8.37,8.19,8.25,8.62,7.9,8.24,8.41,79.9,0,1,3.0,2,0,67.6,4.1,47.9,51.5,0,1,0,18.64,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False
6.05,5.91,5.61,5.93,5.88,6.16,5.98,5.95,5.93,74.8,0,2,2.0,2,0,72.0,3.4,61.4,43.1,1,0,0,0.0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
10.0,10.0,9.9,10.0,10.0,9.75,10.0,10.0,9.84,87.7,2,2,2.0,3,2,79.2,3.2,69.0,72.9,0,1,0,18.94,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False
8.3,8.0,8.83,9.04,8.27,8.91,8.82,9.07,8.66,99.1,2,3,3.0,3,1,74.1,2.8,68.7,74.7,0,1,0,18.02,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False
6.65,7.62,6.94,6.7,6.7,6.41,6.55,7.86,7.16,74.7,1,2,2.0,1,1,67.5,2.5,49.9,48.8,1,0,0,0.0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True
7.5,7.94,8.23,8.5,8.31,8.52,8.15,8.57,8.26,88.1,1,4,2.0,3,2,90.9,5.0,76.9,89.0,1,1,0,22.63,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False
9.29,9.12,9.84,9.46,9.09,9.59,9.57,9.83,9.23,100.0,1,4,3.0,2,2,100.0,4.8,75.0,87.3,1,1,0,25.59,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,False,False
5.89,5.5,5.57,5.13,5.91,5.67,5.61,5.48,5.5,76.6,1,3,2.0,2,0,55.9,2.1,61.1,57.8,1,1,0,6.01,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False
5.1,5.17,4.96,5.2,4.88,4.99,4.22,4.22,4.82,63.6,0,0,0.0,1,0,47.9,2.3,57.7,36.0,0,0,0,0.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False
6.33,6.04,6.04,6.35,5.44,6.25,5.54,5.62,5.88,71.7,1,2,2.0,2,0,80.5,3.5,43.9,41.5,1,0,0,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
9.09,9.12,9.55,9.41,8.78,9.4,8.87,9.18,9.06,79.9,2,4,3.0,3,0,86.6,3.8,62.7,78.9,0,1,0,18.39,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False
5.7,6.59,6.46,6.28,6.45,6.03,5.97,6.15,6.15,70.0,1,0,0.0,0,0,44.5,1.8,28.4,36.9,1,0,0,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False
6.75,6.12,6.74,6.3,6.51,6.41,6.55,6.33,6.58,74.7,1,1,3.0,2,0,69.7,3.0,51.8,52.8,0,1,0,8.41,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True
8.61,8.94,8.55,8.85,8.96,9.1,8.87,9.14,8.79,70.8,2,1,1.0,1,1,73.3,2.3,56.5,57.5,1,1,0,18.05,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False
5.65,6.32,5.76,5.74,5.48,5.62,5.46,5.42,5.44,57.8,1,1,0.0,0,0,44.7,2.0,26.7,29.6,0,0,0,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False
7.26,6.76,6.79,7.28,7.64,7.51,7.35,6.78,7.16,79.4,1,1,2.0,2,0,69.0,2.5,49.1,42.9,1,1,0,8.04,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True
8.89,9.16,9.06,8.37,8.56,9.52,8.39,8.79,8.95,80.7,1,3,2.0,3,1,79.3,3.5,79.1,78.6,1,1,0,22.29,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False
9.75,9.88,10.0,9.92,10.0,9.9,10.0,9.93,9.81,62.8,1,3,0.0,1,0,69.1,3.2,58.5,48.8,1,1,0,18.11,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False
8.21,8.08,8.37,8.06,8.39,8.23,8.33,8.19,8.26,77.1,1,2,2.0,2,1,69.9,3.9,61.8,58.2,0,1,0,18.7,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False
7.31,8.32,8.57,7.87,7.63,8.68,8.17,8.11,8.03,76.9,0,2,1.0,1,1,62.0,3.7,52.8,55.1,1,0,0,22.38,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False
6.03,5.53,5.96,5.54,6.36,5.42,5.98,6.08,5.85,84.8,1,1,2.0,1,1,67.9,3.1,55.0,45.8,1,0,0,0.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False
6.05,6.33,5.8,6.26,6.14,6.05,6.05,5.89,5.92,55.7,0,1,1.0,1,0,43.8,1.6,29.5,34.5,0,0,0,0.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False
5.66,5.17,5.06,5.1,5.07,4.83,4.85,4.83,5.08,64.3,1,0,1.0,1,1,47.2,1.6,28.5,33.2,1,0,0,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
5.79,6.02,5.72,5.82,5.61,5.47,6.09,5.67,5.92,71.4,0,0,1.0,0,0,40.9,2.2,24.3,27.2,0,0,0,0.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
6.19,5.76,5.87,5.93,5.92,5.4,5.97,5.83,5.83,67.7,0,0,1.0,0,0,45.1,1.7,57.7,26.7,0,0,0,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False
7.06,6.47,6.59,6.34,6.88,6.62,6.29,6.48,6.47,57.9,1,0,1.0,0,0,49.7,1.0,29.0,54.7,0,0,0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,85.0,1,3,2.0,2,1,69.9,4.8,87.7,54.7,1,1,0,18.58,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False
9.01,8.9,9.12,8.46,8.67,9.2,8.95,9.63,9.11,90.7,2,3,3.0,3,1,89.6,4.9,75.5,66.1,1,1,0,25.59,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False
6.98,7.27,6.78,7.5,7.09,7.13,6.54,7.16,7.14,80.7,1,2,2.0,1,1,75.3,3.4,53.7,56.6,1,1,0,8.13,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,True
7.29,7.48,7.22,7.06,6.78,6.54,6.87,6.92,6.89,56.5,0,0,1.0,0,0,49.2,1.8,31.7,28.5,0,0,0,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True
5.93,5.53,6.0,5.51,5.72,5.52,5.72,5.62,5.9,70.3,1,3,2.0,3,1,77.0,3.1,52.8,43.2,1,1,0,4.7,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False
6.58,7.03,6.72,6.52,6.67,6.58,6.49,6.56,6.75,76.5,1,1,1.0,2,0,70.8,2.6,46.1,53.4,0,1,0,12.3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True
6.97,7.3,7.03,6.62,7.65,7.23,7.83,7.23,7.19,95.9,3,2,4.0,2,1,98.4,3.9,70.5,80.0,1,1,0,8.42,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True
7.2,7.77,7.69,7.43,7.87,7.3,7.52,7.59,7.66,86.2,2,3,2.0,4,2,96.4,4.5,77.6,67.6,0,1,0,8.48,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,True
6.4,6.74,6.52,6.33,5.77,6.47,6.4,6.38,6.35,76.0,1,1,2.0,1,0,65.7,3.2,50.5,58.7,0,0,0,0.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,75.2,3,3,2.0,5,1,76.9,3.2,89.5,81.8,1,1,0,18.36,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False
7.19,6.84,7.2,6.87,6.71,6.49,6.79,7.24,6.84,72.7,1,3,1.0,2,0,58.6,4.0,50.0,53.5,1,1,0,8.25,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True
9.37,9.37,9.81,9.75,9.36,9.56,9.76,9.67,9.73,76.1,2,3,2.0,3,2,72.0,4.8,57.7,74.0,1,1,0,18.11,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False
6.7,6.51,6.72,6.43,6.1,6.85,6.85,7.03,6.79,82.5,1,3,3.0,1,1,79.8,3.2,57.7,85.8,1,1,0,8.05,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True
7.96,7.94,7.8,8.23,8.35,8.24,7.95,7.99,8.06,69.5,1,2,2.0,2,1,57.3,3.1,59.8,54.0,0,1,0,18.79,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False
7.37,7.08,7.05,7.03,6.71,7.08,6.85,6.64,6.89,80.4,2,1,2.0,2,0,70.9,3.2,56.7,52.8,0,1,0,8.27,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True
7.99,8.06,8.0,8.14,8.0,7.98,8.18,8.14,8.17,73.7,1,1,2.0,1,1,68.1,4.8,54.5,45.3,0,1,0,18.24,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False
6.33,6.74,6.48,6.9,6.74,6.64,6.98,6.31,6.59,86.3,1,3,2.0,4,2,71.4,3.0,80.8,86.4,0,1,0,12.45,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True
6.24,6.6,6.65,6.64,6.54,6.59,6.26,6.37,6.49,63.4,0,0,1.0,0,1,69.9,1.9,23.5,27.1,1,0,0,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False
5.68,5.23,5.54,5.37,5.21,5.5,5.4,5.5,5.41,82.5,1,1,1.0,1,1,62.5,3.6,49.1,59.0,1,1,0,5.53,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False
7.84,7.86,7.74,7.11,7.87,7.64,7.62,7.5,7.7,75.6,1,3,2.0,1,0,68.9,2.7,45.9,53.0,1,1,0,8.73,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True
6.99,6.16,6.58,6.64,6.66,6.43,6.4,6.8,6.55,66.6,1,2,2.0,2,1,64.2,2.3,52.6,48.9,0,0,0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
8.88,8.62,8.95,9.41,8.95,9.12,8.36,8.87,8.95,91.5,2,3,4.0,3,1,90.1,3.3,71.5,84.8,1,1,0,22.42,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False
6.8,6.86,6.58,7.32,7.1,6.35,6.22,6.31,6.65,63.0,0,1,0.0,1,1,46.7,2.8,19.4,54.7,0,0,0,0.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True
6.95,7.48,7.06,7.4,7.79,7.08,7.46,6.62,7.24,71.0,1,2,2.0,2,0,62.4,3.2,47.9,50.4,0,1,0,8.61,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True
8.05,8.13,8.42,7.89,8.18,7.96,8.22,8.31,8.01,77.2,1,2,2.0,2,0,85.0,3.2,46.5,55.9,1,1,0,18.71,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False
9.57,9.49,9.33,10.0,9.61,9.13,9.5,9.22,9.55,95.8,2,3,3.0,2,0,100.0,3.7,76.1,80.5,0,1,0,18.93,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False
5.52,5.76,5.61,5.35,5.5,5.29,5.29,5.07,5.26,55.9,0,0,1.0,0,0,45.5,2.2,30.0,32.3,0,0,0,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False
5.24,5.27,5.45,5.37,5.48,5.23,5.35,5.32,5.58,64.7,1,3,2.0,1,1,66.4,3.9,44.6,54.7,0,1,0,3.83,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
7.47,7.8,7.59,8.09,7.99,7.3,7.62,7.68,7.7,90.2,3,2,3.0,4,2,58.5,2.6,77.7,64.4,1,1,0,8.25,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True
6.64,6.32,5.99,6.75,6.06,6.37,6.76,6.56,6.47,86.4,2,4,3.0,2,2,68.4,4.7,75.3,64.5,1,1,0,5.59,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False
4.78,4.46,4.94,4.64,4.78,4.4,4.99,4.25,4.67,60.0,0,1,1.0,1,0,41.9,2.2,26.2,29.9,0,0,0,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False
8.89,8.64,8.51,8.68,8.44,8.83,8.16,8.29,8.53,76.5,1,2,1.0,1,0,69.5,3.0,63.5,54.7,1,1,0,18.63,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False
7.06,7.34,6.37,6.69,6.58,6.88,6.61,6.65,6.83,79.5,1,2,2.0,2,1,68.7,2.9,45.7,60.0,0,1,0,8.73,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True
9.31,8.68,9.2,9.22,9.24,9.13,9.47,9.05,9.2,89.7,1,3,1.0,2,0,67.1,3.1,46.0,50.7,0,1,0,18.94,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False
